tenure,state,constituency,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,total_votes,margin_votes,margin_pct,competitiveness
18th Lok Sabha,Maharashtra,Shirur,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,698692,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557741,1374464,140951,10.25,competitive
18th Lok Sabha,Maharashtra,Solapur,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,620225,RAM VITTHAL SATPUTE,Bharatiya Janata Party,546028,1204485,74197,6.16,competitive
18th Lok Sabha,Maharashtra,Thane,NARESH GANPAT MHASKE,Shiv Sena,734231,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),517220,1309068,217011,16.58,safe
18th Lok Sabha,Maharashtra,Wardha,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,533106,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,451458,1095012,81648,7.46,competitive
18th Lok Sabha,Maharashtra,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),594807,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,500334,1225530,94473,7.71,competitive
18th Lok Sabha,Manipur,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,374017,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,264216,796897,109801,13.78,competitive
18th Lok Sabha,Manipur,Outer Manipur,ALFRED KANNGAM S ARTHUR,Indian National Congress,384954,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,299536,796735,85418,10.72,competitive
18th Lok Sabha,Meghalaya,Shillong,DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,571078,VINCENT H. PALA,Indian National Congress,199168,1037911,371910,35.83,safe
18th Lok Sabha,Meghalaya,Tura,SALENG A SANGMA,Indian National Congress,383919,AGATHA K SANGMA,National People's Party,228678,674056,155241,23.03,safe
18th Lok Sabha,Mizoram,MIZORAM,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,208552,K VANLALVENA,Mizo National Front,140264,491336,68288,13.9,competitive
18th Lok Sabha,NCT OF Delhi,Chandni Chowk,PRAVEEN KHANDELWAL,Bharatiya Janata Party,516496,JAI PRAKASH AGARWAL,Indian National Congress,427171,966102,89325,9.25,competitive
18th Lok Sabha,NCT OF Delhi,East Delhi,HARSH MALHOTRA,Bharatiya Janata Party,664819,KULDEEP KUMAR (MONU),Aam Aadmi Party,571156,1264049,93663,7.41,competitive
18th Lok Sabha,NCT OF Delhi,New Delhi,BANSURI SWARAJ,Bharatiya Janata Party,453185,SOMNATH BHARTI,Aam Aadmi Party,374815,847468,78370,9.25,competitive
18th Lok Sabha,NCT OF Delhi,North-East Delhi,MANOJ TIWARI,Bharatiya Janata Party,824451,KANHAIYA KUMAR,Indian National Congress,685673,1552731,138778,8.94,competitive
18th Lok Sabha,NCT OF Delhi,North-West Delhi,YOGENDER CHANDOLIYA,Bharatiya Janata Party,866483,UDIT RAJ,Indian National Congress,575634,1487207,290849,19.56,safe
18th Lok Sabha,NCT OF Delhi,South Delhi,RAMVIR SINGH BIDHURI,Bharatiya Janata Party,692832,SAHI RAM,Aam Aadmi Party,568499,1295998,124333,9.59,competitive
18th Lok Sabha,NCT OF Delhi,West Delhi,KAMALJEET SEHRAWAT,Bharatiya Janata Party,842658,MAHABAL MISHRA,Aam Aadmi Party,643645,1524494,199013,13.05,competitive
18th Lok Sabha,Nagaland,Nagaland,S SUPONGMEREN JAMIR,Indian National Congress,401951,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350967,760796,50984,6.7,competitive
18th Lok Sabha,Odisha,Aska,ANITA SUBHADARSHINI,Bharatiya Janata Party,494226,RANJITA SAHU,Biju Janata Dal,394252,1017914,99974,9.82,competitive
18th Lok Sabha,Odisha,Balasore,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,563865,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,416709,1239635,147156,11.87,competitive
18th Lok Sabha,Odisha,Bargarh,PRADEEP PUROHIT,Bharatiya Janata Party,716359,PARINITA MISHRA,Biju Janata Dal,464692,1309864,251667,19.21,safe
18th Lok Sabha,Odisha,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,513102,BHRUGU BAXIPATRA,Biju Janata Dal,347626,1042923,165476,15.87,safe
18th Lok Sabha,Odisha,Bhadrak,AVIMANYU SETHI,Bharatiya Janata Party,573319,MANJULATA MANDAL,Biju Janata Dal,481775,1297377,91544,7.06,competitive
18th Lok Sabha,Odisha,Bhubaneswar,APARAJITA SARANGI,Bharatiya Janata Party,512519,MANMATH KUMAR ROUTRAY,Biju Janata Dal,477367,1082215,35152,3.25,marginal
18th Lok Sabha,Odisha,Bolangir,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,617744,SURENDRA SINGH BHOI,Biju Janata Dal,485080,1400248,132664,9.47,competitive
18th Lok Sabha,Odisha,Cuttack,BHARTRUHARI MAHTAB,Bharatiya Janata Party,531601,SANTRUPT MISRA,Biju Janata Dal,474524,1120795,57077,5.09,competitive
18th Lok Sabha,Odisha,Dhenkanal,RUDRA NARAYAN PANY,Bharatiya Janata Party,598721,ABINASH SAMAL,Biju Janata Dal,522154,1191673,76567,6.43,competitive
18th Lok Sabha,Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,Bharatiya Janata Party,589093,DR. RAJASHREE MALLICK,Biju Janata Dal,548397,1286287,40696,3.16,marginal
18th Lok Sabha,Odisha,Jajpur,RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,534239,SARMISTHA SETHI,Biju Janata Dal,532652,1161208,1587,0.14,marginal
18th Lok Sabha,Odisha,Kalahandi,MALVIKA DEVI,Bharatiya Janata Party,544303,LAMBODAR NIAL,Biju Janata Dal,410490,1334244,133813,10.03,competitive
18th Lok Sabha,Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,416415,ACHYUTANANDA SAMANTA,Biju Janata Dal,395044,996091,21371,2.15,marginal
18th Lok Sabha,Odisha,Kendrapara,BAIJAYANT PANDA,Bharatiya Janata Party,615705,ANSHUMAN MOHANTY,Biju Janata Dal,549169,1277108,66536,5.21,competitive
18th Lok Sabha,Odisha,Keonjhar,ANANTA NAYAK,Bharatiya Janata Party,573923,DHANURJAYA SIDU,Biju Janata Dal,476881,1256615,97042,7.72,competitive
18th Lok Sabha,Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,Indian National Congress,471393,KAUSALYA HIKAKA,Biju Janata Dal,323649,1148842,147744,12.86,competitive
18th Lok Sabha,Odisha,Mayurbhanj,NABA CHARAN MAJHI,Bharatiya Janata Party,585971,SUDAM MARNDI,Biju Janata Dal,366637,1174050,219334,18.68,safe
18th Lok Sabha,Odisha,Nabarangpur,BALABHADRA MAJHI,Bharatiya Janata Party,481396,PRADEEP KUMAR MAJHI,Biju Janata Dal,393860,1242475,87536,7.05,competitive
18th Lok Sabha,Odisha,Puri,SAMBIT PATRA,Bharatiya Janata Party,629330,ARUP MOHAN PATNAIK,Biju Janata Dal,524621,1196938,104709,8.75,competitive
18th Lok Sabha,Odisha,Sambalpur,DHARMENDRA PRADHAN,Bharatiya Janata Party,592162,PRANAB PRAKASH DAS,Biju Janata Dal,472326,1196747,119836,10.01,competitive
18th Lok Sabha,Odisha,Sundargarh,JUAL ORAM,Bharatiya Janata Party,494282,DILIP KUMAR TIRKEY,Biju Janata Dal,355474,1155777,138808,12.01,competitive
18th Lok Sabha,Puducherry,PUDUCHERRY,VE VAITHILINGAM,Indian National Congress,426005,A NAMASSIVAYAM,Bharatiya Janata Party,289489,807940,136516,16.9,safe
18th Lok Sabha,Punjab,Amritsar,GURJEET SINGH AUJLA,Indian National Congress,255181,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,214880,905656,40301,4.45,marginal
18th Lok Sabha,Punjab,Anandpur Sahib,MALVINDER SINGH KANG,Aam Aadmi Party,313217,VIJAY INDER SINGLA,Indian National Congress,302371,1077123,10846,1.01,marginal
18th Lok Sabha,Punjab,Bathinda,HARSIMRAT KAUR BADAL,Shiromani Akali Dal,376558,GURMEET SINGH KHUDIAN,Aam Aadmi Party,326902,1151170,49656,4.31,marginal
18th Lok Sabha,Punjab,Faridkot,SARABJEET SINGH KHALSA,Independent,298062,KARAMJIT SINGH ANMOL,Aam Aadmi Party,228009,1014455,70053,6.91,competitive
18th Lok Sabha,Punjab,Fatehgarh Sahib,AMAR SINGH,Indian National Congress,332591,GURPREET SINGH GP,Aam Aadmi Party,298389,974256,34202,3.51,marginal
18th Lok Sabha,Punjab,Firozpur,SHER SINGH GHUBAYA,Indian National Congress,266626,JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party,263384,1125115,3242,0.29,marginal
18th Lok Sabha,Punjab,Gurdaspur,SUKHJINDER SINGH RANDHAWA,Indian National Congress,364043,DINESH SINGH BABBU,Bharatiya Janata Party,281182,1077826,82861,7.69,competitive
18th Lok Sabha,Punjab,Hoshiarpur,DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party,303859,YAMINI GOMAR,Indian National Congress,259748,948485,44111,4.65,marginal
18th Lok Sabha,Punjab,Jalandhar,CHARANJIT SINGH CHANNI,Indian National Congress,390053,SUSHIL KUMAR RINKU,Bharatiya Janata Party,214060,989107,175993,17.79,safe
18th Lok Sabha,Punjab,Khadoor Sahib,AMRITPAL SINGH,Independent,404430,KULBIR SINGH ZIRA,Indian National Congress,207310,1047165,197120,18.82,safe
18th Lok Sabha,Punjab,Ludhiana,AMRINDER SINGH RAJA WARRING,Indian National Congress,322224,RAVNEET SINGH BITTU,Bharatiya Janata Party,301282,1059157,20942,1.98,marginal
18th Lok Sabha,Punjab,Patiala,DR DHARAMVIRA GANDHI,Indian National Congress,305616,DR BALBIR SINGH,Aam Aadmi Party,290785,1151743,14831,1.29,marginal
18th Lok Sabha,Punjab,Sangrur,GURMEET SINGH MEET HAYER,Aam Aadmi Party,364085,SUKHPAL SINGH KHAIRA,Indian National Congress,191525,1009665,172560,17.09,safe
18th Lok Sabha,Rajasthan,AJMER,BHAGIRATH CHOUDHARY,Bharatiya Janata Party,747462,RAMCHANDRA CHOUDHARY,Indian National Congress,417471,1201179,329991,27.47,safe
18th Lok Sabha,Rajasthan,ALWAR,BHUPENDER YADAV,Bharatiya Janata Party,631992,LALIT YADAV,Indian National Congress,583710,1253438,48282,3.85,marginal
18th Lok Sabha,Rajasthan,BANSWARA,RAJ KUMAR ROAT,Bharat Adivasi Party,820831,MAHENDRAJEETSINGH MALVIYA,Bharatiya Janata Party,573777,1636852,247054,15.09,safe
18th Lok Sabha,Rajasthan,BARMER,UMMEDA RAM BENIWAL,Indian National Congress,704676,RAVINDRA SINGH BHATI,Independent,586500,1688051,118176,7.0,competitive
18th Lok Sabha,Rajasthan,BHARATPUR,SANJNA JATAV,Indian National Congress,579890,RAMSWAROOP KOLI,Bharatiya Janata Party,527907,1133000,51983,4.59,marginal
18th Lok Sabha,Rajasthan,BHILWARA,DAMODAR AGARWAL,Bharatiya Janata Party,807640,C P JOSHI,Indian National Congress,453034,1304395,354606,27.19,safe
18th Lok Sabha,Rajasthan,BIKANER,ARJUN RAM MEGHWAL,Bharatiya Janata Party,566737,GOVINDRAM MEGHWAL,Indian National Congress,511026,1118282,55711,4.98,marginal
18th Lok Sabha,Rajasthan,CHITTORGARH,CHANDRA PRAKASH JOSHI,Bharatiya Janata Party,888202,ANJANA UDAILAL,Indian National Congress,498325,1498733,389877,26.01,safe
18th Lok Sabha,Rajasthan,CHURU,RAHUL KASWAN,Indian National Congress,728211,DEVENDRA JHAJHARIA,Bharatiya Janata Party,655474,1424645,72737,5.11,competitive
18th Lok Sabha,Rajasthan,DAUSA,MURARI LAL MEENA,Indian National Congress,646266,KANHAIYA LAL MEENA,Bharatiya Janata Party,408926,1072734,237340,22.12,safe
18th Lok Sabha,Rajasthan,GANGANAGAR,KULDEEP INDORA,Indian National Congress,726492,PRIYANKA BALAN MEGHWAL,Bharatiya Janata Party,638339,1413494,88153,6.24,competitive
18th Lok Sabha,Rajasthan,JAIPUR,MANJU SHARMA,Bharatiya Janata Party,886850,PRATAP SINGH KHACHARIYAWAS,Indian National Congress,555083,1463258,331767,22.67,safe
18th Lok Sabha,Rajasthan,JAIPUR RURAL,RAO RAJENDRA SINGH,Bharatiya Janata Party,617877,ANIL CHOPRA,Indian National Congress,616262,1262054,1615,0.13,marginal
18th Lok Sabha,Rajasthan,JALORE,LUMBARAM,Bharatiya Janata Party,796783,VAIBHAV GEHLOT,Indian National Congress,595240,1451126,201543,13.89,competitive
18th Lok Sabha,Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,Bharatiya Janata Party,865376,URMILA JAIN “BHAYA”,Indian National Congress,494387,1421331,370989,26.1,safe
18th Lok Sabha,Rajasthan,JHUNJHUNU,BRIJENDRA SINGH OLA,Indian National Congress,553168,SHUBHKARAN CHOUDHARY,Bharatiya Janata Party,534933,1118927,18235,1.63,marginal
18th Lok Sabha,Rajasthan,JODHPUR,GAJENDRA SINGH SHEKHAWAT,Bharatiya Janata Party,730056,KARAN SINGH UCHIYARDA,Indian National Congress,614379,1383838,115677,8.36,competitive
18th Lok Sabha,Rajasthan,KARAULI-DHOLPUR,BHAJAN LAL JATAV,Indian National Congress,530011,INDU DEVI,Bharatiya Janata Party,431066,988122,98945,10.01,competitive
18th Lok Sabha,Rajasthan,KOTA,OM BIRLA,Bharatiya Janata Party,750496,PRAHLAD GUNJAL,Indian National Congress,708522,1500157,41974,2.8,marginal
18th Lok Sabha,Rajasthan,NAGAUR,HANUMAN BENIWAL,Rashtriya Loktantrik Party,596955,JYOTI MIRDHA,Bharatiya Janata Party,554730,1238473,42225,3.41,marginal
18th Lok Sabha,Rajasthan,PALI,P. P. CHAUDHARY,Bharatiya Janata Party,757389,SANGEETA BENIWAL,Indian National Congress,512038,1353842,245351,18.12,safe
18th Lok Sabha,Rajasthan,RAJSAMAND,MAHIMA KUMARI MEWAR,Bharatiya Janata Party,781203,DR. DAMODAR GURJAR,Indian National Congress,388980,1213130,392223,32.33,safe
18th Lok Sabha,Rajasthan,SIKAR,AMRARAM,Communist Party of India  (Marxist),659300,SUMEDHANAND SARASWATI,Bharatiya Janata Party,586404,1300856,72896,5.6,competitive
18th Lok Sabha,Rajasthan,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,Indian National Congress,623763,SUKHBIR SINGH JAUNAPURIA,Bharatiya Janata Party,558814,1226584,64949,5.3,competitive
18th Lok Sabha,Rajasthan,UDAIPUR,MANNA LAL RAWAT,Bharatiya Janata Party,738286,TARACHAND MEENA,Indian National Congress,476678,1498376,261608,17.46,safe
18th Lok Sabha,Sikkim,Sikkim,INDRA HANG SUBBA,Sikkim Krantikari Morcha,164396,BHARAT BASNETT,Citizen Action Party-Sikkim,83566,384893,80830,21.0,safe
18th Lok Sabha,Tamil Nadu,ARAKKONAM,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,563216,L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,256657,1163822,306559,26.34,safe
18th Lok Sabha,Tamil Nadu,ARANI,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,500099,"GAJENDRAN, G.V.",All India Anna Dravida Munnetra Kazhagam,291333,1140261,208766,18.31,safe
18th Lok Sabha,Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,413848,VINOJ,Bharatiya Janata Party,169159,730549,244689,33.49,safe
18th Lok Sabha,Tamil Nadu,CHENNAI NORTH,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,497333,R. MANOHAR,All India Anna Dravida Munnetra Kazhagam,158111,902489,339222,37.59,safe
18th Lok Sabha,Tamil Nadu,CHENNAI SOUTH,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,516628,DR.TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,290683,1099321,225945,20.55,safe
18th Lok Sabha,Tamil Nadu,CHIDAMBARAM,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,505084,CHANDRAHASAN M,All India Anna Dravida Munnetra Kazhagam,401530,1167071,103554,8.87,competitive
18th Lok Sabha,Tamil Nadu,COIMBATORE,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,568200,ANNAMALAI K,Bharatiya Janata Party,450132,1372833,118068,8.6,competitive
18th Lok Sabha,Tamil Nadu,CUDDALORE,M.K. VISHNUPRASAD,Indian National Congress,455053,P. SIVAKOZHUNDU,Desiya Murpokku Dravida Kazhagam,269157,1031563,185896,18.02,safe
18th Lok Sabha,Tamil Nadu,DHARMAPURI,MANI. A.,Dravida Munnetra Kazhagam,432667,SOWMIYA ANBUMANI,Pattali Makkal Katchi,411367,1247832,21300,1.71,marginal
18th Lok Sabha,Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,Communist Party of India  (Marxist),670149,MOHAMED MUBARAK M A,All India Anna Dravida Munnetra Kazhagam,226328,1149621,443821,38.61,safe
18th Lok Sabha,Tamil Nadu,ERODE,K E PRAKASH,Dravida Munnetra Kazhagam,562339,ASHOK KUMAR,All India Anna Dravida Munnetra Kazhagam,325773,1093423,236566,21.64,safe
18th Lok Sabha,Tamil Nadu,KALLAKURICHI,MALAIYARASAN D,Dravida Munnetra Kazhagam,561589,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,507805,1249568,53784,4.3,marginal
18th Lok Sabha,Tamil Nadu,KANCHEEPURAM,SELVAM. G,Dravida Munnetra Kazhagam,586044,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam,364571,1259578,221473,17.58,safe
18th Lok Sabha,Tamil Nadu,KANNIYAKUMARI,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,546248,RADHAKRISHNAN P,Bharatiya Janata Party,366341,1029055,179907,17.48,safe
18th Lok Sabha,Tamil Nadu,KARUR,JOTHIMANI. S,Indian National Congress,534906,THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,368090,1132045,166816,14.74,competitive
18th Lok Sabha,Tamil Nadu,KRISHNAGIRI,GOPINATH K,Indian National Congress,492883,JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,300397,1166156,192486,16.51,safe
18th Lok Sabha,Tamil Nadu,MADURAI,VENKATESAN S,Communist Party of India  (Marxist),430323,RAAMA SREENIVASAN,Bharatiya Janata Party,220914,986969,209409,21.22,safe
18th Lok Sabha,Tamil Nadu,MAYILADUTHURAI,SUDHA R,Indian National Congress,518459,BABU P,All India Anna Dravida Munnetra Kazhagam,247276,1087708,271183,24.93,safe
18th Lok Sabha,Tamil Nadu,NAGAPATTINAM,SELVARAJ V,Communist Party of India,465044,DR SURSITH SANKAR G,All India Anna Dravida Munnetra Kazhagam,256087,973011,208957,21.48,safe
18th Lok Sabha,Tamil Nadu,NAMAKKAL,MATHESWARAN V S,Dravida Munnetra Kazhagam,462036,TAMILMANI S,All India Anna Dravida Munnetra Kazhagam,432924,1146303,29112,2.54,marginal
18th Lok Sabha,Tamil Nadu,NILGIRIS,RAJA A,Dravida Munnetra Kazhagam,473212,DR MURUGAN L,Bharatiya Janata Party,232627,1018906,240585,23.61,safe
18th Lok Sabha,Tamil Nadu,PERAMBALUR,ARUN NEHRU,Dravida Munnetra Kazhagam,603209,CHANDRAMOHAN N D,All India Anna Dravida Munnetra Kazhagam,214102,1129226,389107,34.46,safe
18th Lok Sabha,Tamil Nadu,POLLACHI,ESWARASAMY K,Dravida Munnetra Kazhagam,533377,KARTHIKEYAN A,All India Anna Dravida Munnetra Kazhagam,281335,1126045,252042,22.38,safe
18th Lok Sabha,Tamil Nadu,RAMANATHAPURAM,NAVASKANI K,Indian Union Muslim League,509664,PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,342882,1109853,166782,15.03,safe
18th Lok Sabha,Tamil Nadu,SALEM,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,566085,VIGNESH P,All India Anna Dravida Munnetra Kazhagam,495728,1304844,70357,5.39,competitive
18th Lok Sabha,Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,Indian National Congress,427677,XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,222013,1053419,205664,19.52,safe
18th Lok Sabha,Tamil Nadu,SRIPERUMBUDUR,T R BAALU,Dravida Munnetra Kazhagam,758611,G PREMKUMAR,All India Anna Dravida Munnetra Kazhagam,271582,1440935,487029,33.8,safe
18th Lok Sabha,Tamil Nadu,TENKASI,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,425679,DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam,229480,1039119,196199,18.88,safe
18th Lok Sabha,Tamil Nadu,THANJAVUR,MURASOLI S,Dravida Munnetra Kazhagam,502245,SIVANESAN P,Desiya Murpokku Dravida Kazhagam,182662,1028706,319583,31.07,safe
18th Lok Sabha,Tamil Nadu,THENI,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,571493,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,292668,1141219,278825,24.43,safe
18th Lok Sabha,Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,540729,SIVASAMY VELUMANI R,All India Anna Dravida Munnetra Kazhagam,147991,978526,392738,40.14,safe
18th Lok Sabha,Tamil Nadu,TIRUCHIRAPPALLI,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,542213,KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam,229119,1055964,313094,29.65,safe
18th Lok Sabha,Tamil Nadu,TIRUNELVELI,ROBERT BRUCE C,Indian National Congress,502296,NAINAR NAGENTHRAN,Bharatiya Janata Party,336676,1067448,165620,15.52,safe
18th Lok Sabha,Tamil Nadu,TIRUPPUR,"SUBBARAYAN, K.",Communist Party of India,472739,"ARUNACHALAM, P.",All India Anna Dravida Munnetra Kazhagam,346811,1142549,125928,11.02,competitive
18th Lok Sabha,Tamil Nadu,TIRUVALLUR,Sasikanth Senthil,Indian National Congress,796956,"Balaganapathy, V. Pon",Bharatiya Janata Party,224801,1417812,572155,40.35,safe
18th Lok Sabha,Tamil Nadu,TIRUVANNAMALAI,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,547379,KALIYAPERUMAL M,All India Anna Dravida Munnetra Kazhagam,313448,1146273,233931,20.41,safe
18th Lok Sabha,Tamil Nadu,VELLORE,DM KATHIR ANAND,Dravida Munnetra Kazhagam,568692,AC SHANMUGAM,Bharatiya Janata Party,352990,1129458,215702,19.1,safe
18th Lok Sabha,Tamil Nadu,VILUPPURAM,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,477033,BHAGYARAJ. J,All India Anna Dravida Munnetra Kazhagam,406330,1152667,70703,6.13,competitive
18th Lok Sabha,Tamil Nadu,VIRUDHUNAGAR,MANICKAM TAGORE B,Indian National Congress,385256,VIJAYAPRABHAKARAN V,Desiya Murpokku Dravida Kazhagam,380877,1061901,4379,0.41,marginal
18th Lok Sabha,Telangana,Adilabad,GODAM NAGESH,Bharatiya Janata Party,568168,ATHRAM SUGUNA,Indian National Congress,477516,1235597,90652,7.34,competitive
18th Lok Sabha,Telangana,Bhongir,CHAMALA KIRAN KUMAR REDDY,Indian National Congress,629143,DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party,406973,1401396,222170,15.85,safe
18th Lok Sabha,Telangana,Chevella,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,809882,DR GADDAM RANJITH REDDY,Indian National Congress,636985,1675354,172897,10.32,competitive
18th Lok Sabha,Telangana,Hyderabad,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,661981,MADHAVI LATHA KOMPELLA,Bharatiya Janata Party,323894,1080324,338087,31.29,safe
18th Lok Sabha,Telangana,Karimnagar,BANDI SANJAY KUMAR,Bharatiya Janata Party,585116,VELCHALA RAJENDER RAO,Indian National Congress,359907,1312852,225209,17.15,safe
18th Lok Sabha,Telangana,Khammam,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,766929,NAMA NAGESWARA RAO,Bharat Rashtra Samithi,299082,1251283,467847,37.39,safe
18th Lok Sabha,Telangana,Mahabubabad,BALRAM NAIK PORIKA,Indian National Congress,612774,KAVITHA MALOTH,Bharat Rashtra Samithi,263609,1108786,349165,31.49,safe
18th Lok Sabha,Telangana,Mahbubnagar,ARUNA. D. K,Bharatiya Janata Party,510747,CHALLA VAMSHI CHAND REDDY,Indian National Congress,506247,1226078,4500,0.37,marginal
18th Lok Sabha,Telangana,Malkajgiri,EATALA RAJENDER,Bharatiya Janata Party,991042,PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress,599567,1933843,391475,20.24,safe
18th Lok Sabha,Telangana,Medak,MADHAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,471217,NEELAM MADHU,Indian National Congress,432078,1386239,39139,2.82,marginal
18th Lok Sabha,Telangana,Nagarkurnool,DR.MALLU RAVI,Indian National Congress,465072,BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,370658,1219223,94414,7.74,competitive
18th Lok Sabha,Telangana,Nalgonda,KUNDURU RAGHUVEER,Indian National Congress,784337,SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party,224432,1296324,559905,43.19,safe
18th Lok Sabha,Telangana,Nizamabad,ARVIND DHARMAPURI,Bharatiya Janata Party,592318,JEEVANREDDY THATIPARTHI,Indian National Congress,483077,1233581,109241,8.86,competitive
18th Lok Sabha,Telangana,Peddapalle,VAMSI KRISHNA GADDAM,Indian National Congress,475587,SRINIVAS GOMASE,Bharatiya Janata Party,344223,1095295,131364,11.99,competitive
18th Lok Sabha,Telangana,Secunderabad,G. KISHAN REDDY,Bharatiya Janata Party,473012,DANAM NAGENDER,Indian National Congress,423068,1047659,49944,4.77,marginal
18th Lok Sabha,Telangana,Warangal,KADIYAM KAVYA,Indian National Congress,581294,AROORI RAMESH,Bharatiya Janata Party,360955,1267946,220339,17.38,safe
18th Lok Sabha,Telangana,Zahirabad,SURESH KUMAR SHETKAR,Indian National Congress,528418,B. B. PATIL,Bharatiya Janata Party,482230,1236593,46188,3.74,marginal
18th Lok Sabha,Tripura,Tripura East,KRITI DEVI DEBBARMAN,Bharatiya Janata Party,777447,RAJENDRA REANG,Communist Party of India  (Marxist),290628,1134345,486819,42.92,safe
18th Lok Sabha,Tripura,Tripura West,BIPLAB KUMAR DEB,Bharatiya Janata Party,881341,ASISH KUMAR SAHA,Indian National Congress,269763,1209809,611578,50.55,safe
18th Lok Sabha,Uttar Pradesh,Agra,PROF S P SINGH BAGHEL,Bharatiya Janata Party,599397,SURESH CHAND KARDAM,Samajwadi Party,328103,1123779,271294,24.14,safe
18th Lok Sabha,Uttar Pradesh,Akbarpur,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,517423,RAJARAM PAL,Samajwadi Party,473078,1086953,44345,4.08,marginal
18th Lok Sabha,Uttar Pradesh,Aligarh,SATISH KUMAR GAUTAM,Bharatiya Janata Party,501834,BIJENDRA SINGH,Samajwadi Party,486187,1133366,15647,1.38,marginal
18th Lok Sabha,Uttar Pradesh,Allahabad,UJJWAL RAMAN SINGH,Indian National Congress,462145,NEERAJ TRIPATHI,Bharatiya Janata Party,403350,947000,58795,6.21,competitive
18th Lok Sabha,Uttar Pradesh,Ambedkar Nagar,LALJI VERMA,Samajwadi Party,544959,RITESH PANDEY,Bharatiya Janata Party,407712,1177062,137247,11.66,competitive
